DeathMaritalStatusMaritalStatusDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Unknown,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5091
Total,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),132,0.9,5094
Total,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5097
Total,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),132,0.4,5100
Married,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),9,N/A,5103
Married,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5106
Married,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),9,N/A,5109
Married but Separated,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5112
Married but Separated,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5115
Married but Separated,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5118
Widowed,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),6,N/A,5121
Widowed,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5124
Widowed,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),6,N/A,5127
Divorced,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),8,N/A,5130
Divorced,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5133
Divorced,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),8,N/A,5136
Never Married,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),3,N/A,5139
Never Married,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5142
Never Married,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),3,N/A,5145
Unknown,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5148
Unknown,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5151
Unknown,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5154
Total,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),26,0.2,5157
Total,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,5160
Total,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),26,0.1,5163
Married,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),5,N/A,5166
Married,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5169
Married,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),5,N/A,5172
Married but Separated,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5175
Married but Separated,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5178
Married but Separated,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5181
Widowed,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),2,N/A,5184
Widowed,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5187
Widowed,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),2,N/A,5190
Divorced,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),2,N/A,5193
Divorced,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5196
Divorced,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),2,N/A,5199
Never Married,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,5202
Never Married,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5205
Never Married,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,5208
Unknown,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5211
Unknown,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5214
Unknown,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5217
Total,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),10,0.1,5220
Total,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,5223
Total,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),10,0.0,5226
Married,2020 **,Renal failure (N17-N19),658,4.2,5229
Married,2021 **,Renal failure (N17-N19),3,N/A,5232
Married,Total,Renal failure (N17-N19),661,2.1,5235
Married but Separated,2020 **,Renal failure (N17-N19),8,N/A,5238
Married but Separated,2021 **,Renal failure (N17-N19),0,N/A,5241
Married but Separated,Total,Renal failure (N17-N19),8,N/A,5244
Widowed,2020 **,Renal failure (N17-N19),708,4.5,5247
Widowed,2021 **,Renal failure (N17-N19),0,N/A,5250
Widowed,Total,Renal failure (N17-N19),708,2.3,5253
Divorced,2020 **,Renal failure (N17-N19),338,2.1,5256
Divorced,2021 **,Renal failure (N17-N19),0,N/A,5259
Divorced,Total,Renal failure (N17-N19),338,1.1,5262
Never Married,2020 **,Renal failure (N17-N19),244,1.7,5265
Never Married,2021 **,Renal failure (N17-N19),1,N/A,5268
Never Married,Total,Renal failure (N17-N19),245,0.9,5271
Unknown,2020 **,Renal failure (N17-N19),2,N/A,5274
Unknown,2021 **,Renal failure (N17-N19),0,N/A,5277
Unknown,Total,Renal failure (N17-N19),2,N/A,5280
Total,2020 **,Renal failure (N17-N19),1958,12.7,5283
Total,2021 **,Renal failure (N17-N19),4,N/A,5286
Total,Total,Renal failure (N17-N19),1962,6.3,5289
Married,2020 **,Other disorders of kidney (N25N27),0,N/A,5292
Married,2021 **,Other disorders of kidney (N25N27),0,N/A,5295
Married,Total,Other disorders of kidney (N25N27),0,N/A,5298
Married but Separated,2020 **,Other disorders of kidney (N25N27),0,N/A,5301
Married but Separated,2021 **,Other disorders of kidney (N25N27),0,N/A,5304
Married but Separated,Total,Other disorders of kidney (N25N27),0,N/A,5307
Widowed,2020 **,Other disorders of kidney (N25N27),0,N/A,5310
Widowed,2021 **,Other disorders of kidney (N25N27),0,N/A,5313
Widowed,Total,Other disorders of kidney (N25N27),0,N/A,5316
Divorced,2020 **,Other disorders of kidney (N25N27),0,N/A,5319
Divorced,2021 **,Other disorders of kidney (N25N27),0,N/A,5322
Divorced,Total,Other disorders of kidney (N25N27),0,N/A,5325
Never Married,2020 **,Other disorders of kidney (N25N27),0,N/A,5328
Never Married,2021 **,Other disorders of kidney (N25N27),0,N/A,5331
Never Married,Total,Other disorders of kidney (N25N27),0,N/A,5334
Unknown,2020 **,Other disorders of kidney (N25N27),0,N/A,5337
Unknown,2021 **,Other disorders of kidney (N25N27),0,N/A,5340
Unknown,Total,Other disorders of kidney (N25N27),0,N/A,5343
Total,2020 **,Other disorders of kidney (N25N27),0,N/A,5346
Total,2021 **,Other disorders of kidney (N25N27),0,N/A,5349
Total,Total,Other disorders of kidney (N25N27),0,N/A,5352
Married,2020 **,Infections of kidney (N10-N12N13.6N15.1),9,N/A,5355
Married,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5358
Married,Total,Infections of kidney (N10-N12N13.6N15.1),9,N/A,5361
Married but Separated,2020 **,Infections of kidney (N10-N12N13.6N15.1),1,N/A,5364
Married but Separated,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5367
Married but Separated,Total,Infections of kidney (N10-N12N13.6N15.1),1,N/A,5370
Widowed,2020 **,Infections of kidney (N10-N12N13.6N15.1),13,0.1,5373
Widowed,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5376
Widowed,Total,Infections of kidney (N10-N12N13.6N15.1),13,0.0,5379
Divorced,2020 **,Infections of kidney (N10-N12N13.6N15.1),7,N/A,5382
Divorced,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5385
Divorced,Total,Infections of kidney (N10-N12N13.6N15.1),7,N/A,5388
Never Married,2020 **,Infections of kidney (N10-N12N13.6N15.1),7,N/A,5391
Never Married,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5394
Never Married,Total,Infections of kidney (N10-N12N13.6N15.1),7,N/A,5397
Unknown,2020 **,Infections of kidney (N10-N12N13.6N15.1),1,N/A,5400
Unknown,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5403
Unknown,Total,Infections of kidney (N10-N12N13.6N15.1),1,N/A,5406
Total,2020 **,Infections of kidney (N10-N12N13.6N15.1),38,0.3,5409
Total,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,5412
Total,Total,Infections of kidney (N10-N12N13.6N15.1),38,0.1,5415
Married,2020 **,Hyperplasia of prostate (N40),5,N/A,5418
Married,2021 **,Hyperplasia of prostate (N40),0,N/A,5421
Married,Total,Hyperplasia of prostate (N40),5,N/A,5424
Married but Separated,2020 **,Hyperplasia of prostate (N40),0,N/A,5427
Married but Separated,2021 **,Hyperplasia of prostate (N40),0,N/A,5430
Married but Separated,Total,Hyperplasia of prostate (N40),0,N/A,5433
Widowed,2020 **,Hyperplasia of prostate (N40),8,N/A,5436
Widowed,2021 **,Hyperplasia of prostate (N40),0,N/A,5439
Widowed,Total,Hyperplasia of prostate (N40),8,N/A,5442
Divorced,2020 **,Hyperplasia of prostate (N40),4,N/A,5445
Divorced,2021 **,Hyperplasia of prostate (N40),0,N/A,5448
Divorced,Total,Hyperplasia of prostate (N40),4,N/A,5451
Never Married,2020 **,Hyperplasia of prostate (N40),2,N/A,5454
Never Married,2021 **,Hyperplasia of prostate (N40),0,N/A,5457
Never Married,Total,Hyperplasia of prostate (N40),2,N/A,5460
Unknown,2020 **,Hyperplasia of prostate (N40),0,N/A,5463
Unknown,2021 **,Hyperplasia of prostate (N40),0,N/A,5466
Unknown,Total,Hyperplasia of prostate (N40),0,N/A,5469
Total,2020 **,Hyperplasia of prostate (N40),19,0.1,5472
Total,2021 **,Hyperplasia of prostate (N40),0,N/A,5475
Total,Total,Hyperplasia of prostate (N40),19,0.1,5478
Married,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),2,N/A,5481
Married,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5484
Married,Total,Inflammatory diseases of female pelvic organs (N70-N76),2,N/A,5487
Married but Separated,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5490
Married but Separated,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5493
Married but Separated,Total,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5496
Widowed,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),4,N/A,5499
Widowed,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5502
Widowed,Total,Inflammatory diseases of female pelvic organs (N70-N76),4,N/A,5505
Divorced,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),2,N/A,5508
Divorced,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5511
Divorced,Total,Inflammatory diseases of female pelvic organs (N70-N76),2,N/A,5514
Never Married,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5517
Never Married,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5520
Never Married,Total,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5523
Unknown,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5526
Unknown,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5529
Unknown,Total,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5532
Total,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),8,N/A,5535
Total,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,5538
Total,Total,Inflammatory diseases of female pelvic organs (N70-N76),8,N/A,5541
Married,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5544
Married,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5547
Married,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,5550
Married but Separated,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5553
Married but Separated,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5556
Married but Separated,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,5559
Widowed,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5562
Widowed,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5565
Widowed,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,5568
Divorced,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5571
Divorced,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5574
Divorced,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,5577
Never Married,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5580
Never Married,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5583
Never Married,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,5586
Unknown,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5589
Unknown,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5592
Unknown,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,5595
Total,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5598
Total,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,5601
Total,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,5604
Married,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),6,N/A,5607
Married,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5610
Married,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),6,N/A,5613
Married but Separated,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),1,N/A,5616
Married but Separated,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5619
Married but Separated,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),1,N/A,5622
Widowed,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5625
Widowed,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5628
Widowed,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5631
Divorced,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),1,N/A,5634
Divorced,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5637
Divorced,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),1,N/A,5640
Never Married,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),15,0.1,5643
Never Married,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5646
Never Married,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),15,0.1,5649
Unknown,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5652
Unknown,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5655
Unknown,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5658
Total,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),23,0.2,5661
Total,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,5664
Total,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),23,0.1,5667
Married,2020 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5670
Married,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5673
Married,Total,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5676
Married but Separated,2020 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5679
Married but Separated,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5682
Married but Separated,Total,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5685
Widowed,2020 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5688
Widowed,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5691
Widowed,Total,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5694
Divorced,2020 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5697
Divorced,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5700
Divorced,Total,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5703
Never Married,2020 **,Certain conditions originating in the perinatal period (P00-P96),376,3.9,5706
Never Married,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5709
Never Married,Total,Certain conditions originating in the perinatal period (P00-P96),376,1.9,5712
Unknown,2020 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5715
Unknown,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5718
Unknown,Total,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5721
Total,2020 **,Certain conditions originating in the perinatal period (P00-P96),376,3.9,5724
Total,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,5727
Total,Total,Certain conditions originating in the perinatal period (P00-P96),376,1.9,5730
Married,2020 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),32,0.2,5733
