DeathEthnicityEthnicityDesc,DeathYearYear,DeathCOD358ICDCode358Desc,Deaths,DeathAgeAdjustedRate11,SORT
Total,2020 **,Diseases of esophagus(K20-K22),96,0.6,7263
Total,2021 **,Diseases of esophagus(K20-K22),0,N/A,7266
Total,Total,Diseases of esophagus(K20-K22),96,0.3,7269
Hispanic,2020 **,Gastric ulcer (K25),0,N/A,7272
Hispanic,2021 **,Gastric ulcer (K25),0,N/A,7275
Hispanic,Total,Gastric ulcer (K25),0,N/A,7278
Non-Hispanic,2020 **,Gastric ulcer (K25),45,0.3,7281
Non-Hispanic,2021 **,Gastric ulcer (K25),0,N/A,7284
Non-Hispanic,Total,Gastric ulcer (K25),45,0.1,7287
Unknown,2020 **,Gastric ulcer (K25),0,N/A,7290
Unknown,2021 **,Gastric ulcer (K25),0,N/A,7293
Unknown,Total,Gastric ulcer (K25),0,N/A,7296
Total,2020 **,Gastric ulcer (K25),45,0.3,7299
Total,2021 **,Gastric ulcer (K25),0,N/A,7302
Total,Total,Gastric ulcer (K25),45,0.1,7305
Hispanic,2020 **,Duodenal ulcer (K26),0,N/A,7308
Hispanic,2021 **,Duodenal ulcer (K26),0,N/A,7311
Hispanic,Total,Duodenal ulcer (K26),0,N/A,7314
Non-Hispanic,2020 **,Duodenal ulcer (K26),63,0.4,7317
Non-Hispanic,2021 **,Duodenal ulcer (K26),0,N/A,7320
Non-Hispanic,Total,Duodenal ulcer (K26),63,0.2,7323
Unknown,2020 **,Duodenal ulcer (K26),0,N/A,7326
Unknown,2021 **,Duodenal ulcer (K26),0,N/A,7329
Unknown,Total,Duodenal ulcer (K26),0,N/A,7332
Total,2020 **,Duodenal ulcer (K26),63,0.4,7335
Total,2021 **,Duodenal ulcer (K26),0,N/A,7338
Total,Total,Duodenal ulcer (K26),63,0.2,7341
Hispanic,2020 **,Peptic ulcer site unspecified (K27),0,N/A,7344
Hispanic,2021 **,Peptic ulcer site unspecified (K27),0,N/A,7347
Hispanic,Total,Peptic ulcer site unspecified (K27),0,N/A,7350
Non-Hispanic,2020 **,Peptic ulcer site unspecified (K27),27,0.2,7353
Non-Hispanic,2021 **,Peptic ulcer site unspecified (K27),0,N/A,7356
Non-Hispanic,Total,Peptic ulcer site unspecified (K27),27,0.1,7359
Unknown,2020 **,Peptic ulcer site unspecified (K27),0,N/A,7362
Unknown,2021 **,Peptic ulcer site unspecified (K27),0,N/A,7365
Unknown,Total,Peptic ulcer site unspecified (K27),0,N/A,7368
Total,2020 **,Peptic ulcer site unspecified (K27),27,0.2,7371
Total,2021 **,Peptic ulcer site unspecified (K27),0,N/A,7374
Total,Total,Peptic ulcer site unspecified (K27),27,0.1,7377
Hispanic,2020 **,Gastrojejunal ulcer (K28),0,N/A,7380
Hispanic,2021 **,Gastrojejunal ulcer (K28),0,N/A,7383
Hispanic,Total,Gastrojejunal ulcer (K28),0,N/A,7386
Non-Hispanic,2020 **,Gastrojejunal ulcer (K28),0,N/A,7389
Non-Hispanic,2021 **,Gastrojejunal ulcer (K28),0,N/A,7392
Non-Hispanic,Total,Gastrojejunal ulcer (K28),0,N/A,7395
Unknown,2020 **,Gastrojejunal ulcer (K28),0,N/A,7398
Unknown,2021 **,Gastrojejunal ulcer (K28),0,N/A,7401
Unknown,Total,Gastrojejunal ulcer (K28),0,N/A,7404
Total,2020 **,Gastrojejunal ulcer (K28),0,N/A,7407
Total,2021 **,Gastrojejunal ulcer (K28),0,N/A,7410
Total,Total,Gastrojejunal ulcer (K28),0,N/A,7413
Hispanic,2020 **,Gastritis and duodenitis(K29),0,N/A,7416
Hispanic,2021 **,Gastritis and duodenitis(K29),0,N/A,7419
Hispanic,Total,Gastritis and duodenitis(K29),0,N/A,7422
Non-Hispanic,2020 **,Gastritis and duodenitis(K29),8,N/A,7425
Non-Hispanic,2021 **,Gastritis and duodenitis(K29),0,N/A,7428
Non-Hispanic,Total,Gastritis and duodenitis(K29),8,N/A,7431
Unknown,2020 **,Gastritis and duodenitis(K29),0,N/A,7434
Unknown,2021 **,Gastritis and duodenitis(K29),0,N/A,7437
Unknown,Total,Gastritis and duodenitis(K29),0,N/A,7440
Total,2020 **,Gastritis and duodenitis(K29),8,N/A,7443
Total,2021 **,Gastritis and duodenitis(K29),0,N/A,7446
Total,Total,Gastritis and duodenitis(K29),8,N/A,7449
Hispanic,2020 **,Dyspepsia and other diseases of stomach and duodenum (K30-K31),0,N/A,7452
Hispanic,2021 **,Dyspepsia and other diseases of stomach and duodenum (K30-K31),0,N/A,7455
Hispanic,Total,Dyspepsia and other diseases of stomach and duodenum (K30-K31),0,N/A,7458
Non-Hispanic,2020 **,Dyspepsia and other diseases of stomach and duodenum (K30-K31),24,0.2,7461
Non-Hispanic,2021 **,Dyspepsia and other diseases of stomach and duodenum (K30-K31),0,N/A,7464
Non-Hispanic,Total,Dyspepsia and other diseases of stomach and duodenum (K30-K31),24,0.1,7467
Unknown,2020 **,Dyspepsia and other diseases of stomach and duodenum (K30-K31),0,N/A,7470
Unknown,2021 **,Dyspepsia and other diseases of stomach and duodenum (K30-K31),0,N/A,7473
Unknown,Total,Dyspepsia and other diseases of stomach and duodenum (K30-K31),0,N/A,7476
Total,2020 **,Dyspepsia and other diseases of stomach and duodenum (K30-K31),24,0.2,7479
Total,2021 **,Dyspepsia and other diseases of stomach and duodenum (K30-K31),0,N/A,7482
Total,Total,Dyspepsia and other diseases of stomach and duodenum (K30-K31),24,0.1,7485
Hispanic,2020 **,Diseases of appendix(K35-K38),0,N/A,7488
Hispanic,2021 **,Diseases of appendix(K35-K38),0,N/A,7491
Hispanic,Total,Diseases of appendix(K35-K38),0,N/A,7494
Non-Hispanic,2020 **,Diseases of appendix(K35-K38),10,0.1,7497
Non-Hispanic,2021 **,Diseases of appendix(K35-K38),0,N/A,7500
Non-Hispanic,Total,Diseases of appendix(K35-K38),10,0.0,7503
Unknown,2020 **,Diseases of appendix(K35-K38),0,N/A,7506
Unknown,2021 **,Diseases of appendix(K35-K38),0,N/A,7509
Unknown,Total,Diseases of appendix(K35-K38),0,N/A,7512
Total,2020 **,Diseases of appendix(K35-K38),10,0.1,7515
Total,2021 **,Diseases of appendix(K35-K38),0,N/A,7518
Total,Total,Diseases of appendix(K35-K38),10,0.0,7521
Hispanic,2020 **,Hernia (K40-K46),0,N/A,7524
Hispanic,2021 **,Hernia (K40-K46),0,N/A,7527
Hispanic,Total,Hernia (K40-K46),0,N/A,7530
Non-Hispanic,2020 **,Hernia (K40-K46),60,0.4,7533
Non-Hispanic,2021 **,Hernia (K40-K46),1,N/A,7536
Non-Hispanic,Total,Hernia (K40-K46),61,0.2,7539
Unknown,2020 **,Hernia (K40-K46),0,N/A,7542
Unknown,2021 **,Hernia (K40-K46),0,N/A,7545
Unknown,Total,Hernia (K40-K46),0,N/A,7548
Total,2020 **,Hernia (K40-K46),60,0.4,7551
Total,2021 **,Hernia (K40-K46),1,N/A,7554
Total,Total,Hernia (K40-K46),61,0.2,7557
Hispanic,2020 **,Crohn's disease and ulcerative colitis(K50-K51),0,N/A,7560
Hispanic,2021 **,Crohn's disease and ulcerative colitis(K50-K51),0,N/A,7563
Hispanic,Total,Crohn's disease and ulcerative colitis(K50-K51),0,N/A,7566
Non-Hispanic,2020 **,Crohn's disease and ulcerative colitis(K50-K51),43,0.3,7569
Non-Hispanic,2021 **,Crohn's disease and ulcerative colitis(K50-K51),0,N/A,7572
Non-Hispanic,Total,Crohn's disease and ulcerative colitis(K50-K51),43,0.1,7575
Unknown,2020 **,Crohn's disease and ulcerative colitis(K50-K51),0,N/A,7578
Unknown,2021 **,Crohn's disease and ulcerative colitis(K50-K51),0,N/A,7581
Unknown,Total,Crohn's disease and ulcerative colitis(K50-K51),0,N/A,7584
Total,2020 **,Crohn's disease and ulcerative colitis(K50-K51),43,0.3,7587
Total,2021 **,Crohn's disease and ulcerative colitis(K50-K51),0,N/A,7590
Total,Total,Crohn's disease and ulcerative colitis(K50-K51),43,0.1,7593
Hispanic,2020 **,Vascular disorders and obstruction of intestine without hernia(K55-K56),3,N/A,7596
Hispanic,2021 **,Vascular disorders and obstruction of intestine without hernia(K55-K56),0,N/A,7599
Hispanic,Total,Vascular disorders and obstruction of intestine without hernia(K55-K56),3,N/A,7602
Non-Hispanic,2020 **,Vascular disorders and obstruction of intestine without hernia(K55-K56),568,3.7,7605
Non-Hispanic,2021 **,Vascular disorders and obstruction of intestine without hernia(K55-K56),1,N/A,7608
Non-Hispanic,Total,Vascular disorders and obstruction of intestine without hernia(K55-K56),569,1.9,7611
Unknown,2020 **,Vascular disorders and obstruction of intestine without hernia(K55-K56),1,N/A,7614
Unknown,2021 **,Vascular disorders and obstruction of intestine without hernia(K55-K56),0,N/A,7617
Unknown,Total,Vascular disorders and obstruction of intestine without hernia(K55-K56),1,N/A,7620
Total,2020 **,Vascular disorders and obstruction of intestine without hernia(K55-K56),572,3.7,7623
Total,2021 **,Vascular disorders and obstruction of intestine without hernia(K55-K56),1,N/A,7626
Total,Total,Vascular disorders and obstruction of intestine without hernia(K55-K56),573,1.8,7629
Hispanic,2020 **,Diverticular disease of intestine (K57),1,N/A,7632
Hispanic,2021 **,Diverticular disease of intestine (K57),0,N/A,7635
Hispanic,Total,Diverticular disease of intestine (K57),1,N/A,7638
Non-Hispanic,2020 **,Diverticular disease of intestine (K57),100,0.6,7641
Non-Hispanic,2021 **,Diverticular disease of intestine (K57),0,N/A,7644
Non-Hispanic,Total,Diverticular disease of intestine (K57),100,0.3,7647
Unknown,2020 **,Diverticular disease of intestine (K57),0,N/A,7650
Unknown,2021 **,Diverticular disease of intestine (K57),0,N/A,7653
Unknown,Total,Diverticular disease of intestine (K57),0,N/A,7656
Total,2020 **,Diverticular disease of intestine (K57),101,0.6,7659
Total,2021 **,Diverticular disease of intestine (K57),0,N/A,7662
Total,Total,Diverticular disease of intestine (K57),101,0.3,7665
Hispanic,2020 **,Other diseases of intestines and peritoneum (K52K58-K63),3,N/A,7668
Hispanic,2021 **,Other diseases of intestines and peritoneum (K52K58-K63),0,N/A,7671
Hispanic,Total,Other diseases of intestines and peritoneum (K52K58-K63),3,N/A,7674
Non-Hispanic,2020 **,Other diseases of intestines and peritoneum (K52K58-K63),208,1.4,7677
Non-Hispanic,2021 **,Other diseases of intestines and peritoneum (K52K58-K63),0,N/A,7680
Non-Hispanic,Total,Other diseases of intestines and peritoneum (K52K58-K63),208,0.7,7683
Unknown,2020 **,Other diseases of intestines and peritoneum (K52K58-K63),0,N/A,7686
Unknown,2021 **,Other diseases of intestines and peritoneum (K52K58-K63),0,N/A,7689
Unknown,Total,Other diseases of intestines and peritoneum (K52K58-K63),0,N/A,7692
Total,2020 **,Other diseases of intestines and peritoneum (K52K58-K63),211,1.4,7695
Total,2021 **,Other diseases of intestines and peritoneum (K52K58-K63),0,N/A,7698
Total,Total,Other diseases of intestines and peritoneum (K52K58-K63),211,0.7,7701
Hispanic,2020 **,Diseases of peritoneum (K65-K66),1,N/A,7704
Hispanic,2021 **,Diseases of peritoneum (K65-K66),0,N/A,7707
Hispanic,Total,Diseases of peritoneum (K65-K66),1,N/A,7710
Non-Hispanic,2020 **,Diseases of peritoneum (K65-K66),83,0.5,7713
Non-Hispanic,2021 **,Diseases of peritoneum (K65-K66),0,N/A,7716
Non-Hispanic,Total,Diseases of peritoneum (K65-K66),83,0.3,7719
Unknown,2020 **,Diseases of peritoneum (K65-K66),0,N/A,7722
Unknown,2021 **,Diseases of peritoneum (K65-K66),0,N/A,7725
Unknown,Total,Diseases of peritoneum (K65-K66),0,N/A,7728
Total,2020 **,Diseases of peritoneum (K65-K66),84,0.5,7731
Total,2021 **,Diseases of peritoneum (K65-K66),0,N/A,7734
Total,Total,Diseases of peritoneum (K65-K66),84,0.3,7737
Hispanic,2020 **,Alcoholic liver disease(K70),23,7.2,7740
Hispanic,2021 **,Alcoholic liver disease(K70),0,N/A,7743
Hispanic,Total,Alcoholic liver disease(K70),23,3.6,7746
Non-Hispanic,2020 **,Alcoholic liver disease(K70),806,5.9,7749
Non-Hispanic,2021 **,Alcoholic liver disease(K70),0,N/A,7752
Non-Hispanic,Total,Alcoholic liver disease(K70),806,3.0,7755
Unknown,2020 **,Alcoholic liver disease(K70),0,N/A,7758
Unknown,2021 **,Alcoholic liver disease(K70),0,N/A,7761
Unknown,Total,Alcoholic liver disease(K70),0,N/A,7764
Total,2020 **,Alcoholic liver disease(K70),829,5.9,7767
Total,2021 **,Alcoholic liver disease(K70),0,N/A,7770
Total,Total,Alcoholic liver disease(K70),829,3.0,7773
Hispanic,2020 **,Chronic hepatitis not elsewhere classified(K73),0,N/A,7776
Hispanic,2021 **,Chronic hepatitis not elsewhere classified(K73),0,N/A,7779
Hispanic,Total,Chronic hepatitis not elsewhere classified(K73),0,N/A,7782
Non-Hispanic,2020 **,Chronic hepatitis not elsewhere classified(K73),3,N/A,7785
Non-Hispanic,2021 **,Chronic hepatitis not elsewhere classified(K73),0,N/A,7788
Non-Hispanic,Total,Chronic hepatitis not elsewhere classified(K73),3,N/A,7791
Unknown,2020 **,Chronic hepatitis not elsewhere classified(K73),0,N/A,7794
Unknown,2021 **,Chronic hepatitis not elsewhere classified(K73),0,N/A,7797
Unknown,Total,Chronic hepatitis not elsewhere classified(K73),0,N/A,7800
Total,2020 **,Chronic hepatitis not elsewhere classified(K73),3,N/A,7803
Total,2021 **,Chronic hepatitis not elsewhere classified(K73),0,N/A,7806
Total,Total,Chronic hepatitis not elsewhere classified(K73),3,N/A,7809
Hispanic,2020 **,Fibrosis and cirrhosis of liver (K74),22,8.9,7812
Hispanic,2021 **,Fibrosis and cirrhosis of liver (K74),0,N/A,7815
Hispanic,Total,Fibrosis and cirrhosis of liver (K74),22,4.4,7818
Non-Hispanic,2020 **,Fibrosis and cirrhosis of liver (K74),748,5.1,7821
Non-Hispanic,2021 **,Fibrosis and cirrhosis of liver (K74),0,N/A,7824
Non-Hispanic,Total,Fibrosis and cirrhosis of liver (K74),748,2.5,7827
Unknown,2020 **,Fibrosis and cirrhosis of liver (K74),0,N/A,7830
Unknown,2021 **,Fibrosis and cirrhosis of liver (K74),0,N/A,7833
Unknown,Total,Fibrosis and cirrhosis of liver (K74),0,N/A,7836
Total,2020 **,Fibrosis and cirrhosis of liver (K74),770,5.2,7839
Total,2021 **,Fibrosis and cirrhosis of liver (K74),0,N/A,7842
Total,Total,Fibrosis and cirrhosis of liver (K74),770,2.6,7845
Hispanic,2020 **,Other diseases of liver(K71-K72K75-K76),13,4.4,7848
Hispanic,2021 **,Other diseases of liver(K71-K72K75-K76),0,N/A,7851
Hispanic,Total,Other diseases of liver(K71-K72K75-K76),13,2.2,7854
Non-Hispanic,2020 **,Other diseases of liver(K71-K72K75-K76),530,3.7,7857
Non-Hispanic,2021 **,Other diseases of liver(K71-K72K75-K76),0,N/A,7860
Non-Hispanic,Total,Other diseases of liver(K71-K72K75-K76),530,1.8,7863
Unknown,2020 **,Other diseases of liver(K71-K72K75-K76),0,N/A,7866
Unknown,2021 **,Other diseases of liver(K71-K72K75-K76),0,N/A,7869
Unknown,Total,Other diseases of liver(K71-K72K75-K76),0,N/A,7872
Total,2020 **,Other diseases of liver(K71-K72K75-K76),543,3.7,7875
Total,2021 **,Other diseases of liver(K71-K72K75-K76),0,N/A,7878
Total,Total,Other diseases of liver(K71-K72K75-K76),543,1.9,7881
Hispanic,2020 **,Cholelithiasis and other disorders of gallbladder(K80-K82),1,N/A,7884
Hispanic,2021 **,Cholelithiasis and other disorders of gallbladder(K80-K82),0,N/A,7887
Hispanic,Total,Cholelithiasis and other disorders of gallbladder(K80-K82),1,N/A,7890
Non-Hispanic,2020 **,Cholelithiasis and other disorders of gallbladder(K80-K82),131,0.9,7893
Non-Hispanic,2021 **,Cholelithiasis and other disorders of gallbladder(K80-K82),0,N/A,7896
Non-Hispanic,Total,Cholelithiasis and other disorders of gallbladder(K80-K82),131,0.4,7899
Unknown,2020 **,Cholelithiasis and other disorders of gallbladder(K80-K82),0,N/A,7902
Unknown,2021 **,Cholelithiasis and other disorders of gallbladder(K80-K82),0,N/A,7905
Unknown,Total,Cholelithiasis and other disorders of gallbladder(K80-K82),0,N/A,7908
Total,2020 **,Cholelithiasis and other disorders of gallbladder(K80-K82),132,0.9,7911
Total,2021 **,Cholelithiasis and other disorders of gallbladder(K80-K82),0,N/A,7914
Total,Total,Cholelithiasis and other disorders of gallbladder(K80-K82),132,0.4,7917
Hispanic,2020 **,Pancreatitis (K85K86.0-K86.1),5,N/A,7920
Hispanic,2021 **,Pancreatitis (K85K86.0-K86.1),0,N/A,7923
Hispanic,Total,Pancreatitis (K85K86.0-K86.1),5,N/A,7926
Non-Hispanic,2020 **,Pancreatitis (K85K86.0-K86.1),114,0.9,7929
Non-Hispanic,2021 **,Pancreatitis (K85K86.0-K86.1),0,N/A,7932
Non-Hispanic,Total,Pancreatitis (K85K86.0-K86.1),114,0.4,7935
Unknown,2020 **,Pancreatitis (K85K86.0-K86.1),0,N/A,7938
Unknown,2021 **,Pancreatitis (K85K86.0-K86.1),0,N/A,7941
Unknown,Total,Pancreatitis (K85K86.0-K86.1),0,N/A,7944
Total,2020 **,Pancreatitis (K85K86.0-K86.1),119,0.9,7947
Total,2021 **,Pancreatitis (K85K86.0-K86.1),0,N/A,7950
Total,Total,Pancreatitis (K85K86.0-K86.1),119,0.4,7953
Hispanic,2020 **,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),1,N/A,7956
Hispanic,2021 **,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),0,N/A,7959
Hispanic,Total,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),1,N/A,7962
Non-Hispanic,2020 **,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),97,0.6,7965
Non-Hispanic,2021 **,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),0,N/A,7968
Non-Hispanic,Total,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),97,0.3,7971
Unknown,2020 **,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),0,N/A,7974
Unknown,2021 **,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),0,N/A,7977
Unknown,Total,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),0,N/A,7980
Total,2020 **,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),98,0.6,7983
Total,2021 **,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),0,N/A,7986
Total,Total,Other disorders of biliary tract and pancreas(K83K86.2-K86.9),98,0.3,7989
Hispanic,2020 **,All other diseases of digestive system(K90K92),3,N/A,7992
Hispanic,2021 **,All other diseases of digestive system(K90K92),0,N/A,7995
Hispanic,Total,All other diseases of digestive system(K90K92),3,N/A,7998
Non-Hispanic,2020 **,All other diseases of digestive system(K90K92),454,3.0,8001
Non-Hispanic,2021 **,All other diseases of digestive system(K90K92),0,N/A,8004
Non-Hispanic,Total,All other diseases of digestive system(K90K92),454,1.5,8007
Unknown,2020 **,All other diseases of digestive system(K90K92),0,N/A,8010
Unknown,2021 **,All other diseases of digestive system(K90K92),0,N/A,8013
Unknown,Total,All other diseases of digestive system(K90K92),0,N/A,8016
Total,2020 **,All other diseases of digestive system(K90K92),457,3.0,8019
Total,2021 **,All other diseases of digestive system(K90K92),0,N/A,8022
Total,Total,All other diseases of digestive system(K90K92),457,1.5,8025
Hispanic,2020 **,Infections of skin and subcutaneous tissue (L00-L08),2,N/A,8028
Hispanic,2021 **,Infections of skin and subcutaneous tissue (L00-L08),0,N/A,8031
Hispanic,Total,Infections of skin and subcutaneous tissue (L00-L08),2,N/A,8034
Non-Hispanic,2020 **,Infections of skin and subcutaneous tissue (L00-L08),107,0.7,8037
Non-Hispanic,2021 **,Infections of skin and subcutaneous tissue (L00-L08),0,N/A,8040
Non-Hispanic,Total,Infections of skin and subcutaneous tissue (L00-L08),107,0.4,8043
Unknown,2020 **,Infections of skin and subcutaneous tissue (L00-L08),0,N/A,8046
Unknown,2021 **,Infections of skin and subcutaneous tissue (L00-L08),0,N/A,8049
Unknown,Total,Infections of skin and subcutaneous tissue (L00-L08),0,N/A,8052
Total,2020 **,Infections of skin and subcutaneous tissue (L00-L08),109,0.7,8055
Total,2021 **,Infections of skin and subcutaneous tissue (L00-L08),0,N/A,8058
Total,Total,Infections of skin and subcutaneous tissue (L00-L08),109,0.4,8061
Hispanic,2020 **,Other and unspecified diseases of skin and subcutaneous tissue (L10-L98),0,N/A,8064
Hispanic,2021 **,Other and unspecified diseases of skin and subcutaneous tissue (L10-L98),0,N/A,8067
Hispanic,Total,Other and unspecified diseases of skin and subcutaneous tissue (L10-L98),0,N/A,8070
Non-Hispanic,2020 **,Other and unspecified diseases of skin and subcutaneous tissue (L10-L98),91,0.6,8073
Non-Hispanic,2021 **,Other and unspecified diseases of skin and subcutaneous tissue (L10-L98),0,N/A,8076
Non-Hispanic,Total,Other and unspecified diseases of skin and subcutaneous tissue (L10-L98),91,0.3,8079
Unknown,2020 **,Other and unspecified diseases of skin and subcutaneous tissue (L10-L98),0,N/A,8082
Unknown,2021 **,Other and unspecified diseases of skin and subcutaneous tissue (L10-L98),0,N/A,8085
