DeathEducationLevelEducationLevel,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,7149
ASSOCIATE DEGREE (E.G. AA AS),Total,Other chronic liver disease and cirrhosis (K73-K74),48,0.2,7152
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Other chronic liver disease and cirrhosis (K73-K74),60,0.4,7155
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,7158
BACHELORS DEGREE (E.G. BA AB BS),Total,Other chronic liver disease and cirrhosis (K73-K74),60,0.2,7161
MASTERS DEGREE (E.G. MA MS..),2020 **,Other chronic liver disease and cirrhosis (K73-K74),24,0.2,7164
MASTERS DEGREE (E.G. MA MS..),2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,7167
MASTERS DEGREE (E.G. MA MS..),Total,Other chronic liver disease and cirrhosis (K73-K74),24,0.1,7170
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Other chronic liver disease and cirrhosis (K73-K74),8,N/A,7173
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,7176
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Other chronic liver disease and cirrhosis (K73-K74),8,N/A,7179
UNKNOWN,2020 **,Other chronic liver disease and cirrhosis (K73-K74),12,0.1,7182
UNKNOWN,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,7185
UNKNOWN,Total,Other chronic liver disease and cirrhosis (K73-K74),12,0.0,7188
Total,2020 **,Other chronic liver disease and cirrhosis (K73-K74),773,5.2,7191
Total,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,7194
Total,Total,Other chronic liver disease and cirrhosis (K73-K74),773,2.6,7197
8TH GRADE OR LESS,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),9,N/A,7200
8TH GRADE OR LESS,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7203
8TH GRADE OR LESS,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),9,N/A,7206
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),21,0.1,7209
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7212
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),21,0.1,7215
HIGH SCHOOL GRADUATE OR GED,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),64,0.4,7218
HIGH SCHOOL GRADUATE OR GED,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7221
HIGH SCHOOL GRADUATE OR GED,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),64,0.2,7224
COLLEGE BUT NO DEGREE,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),15,0.1,7227
COLLEGE BUT NO DEGREE,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7230
COLLEGE BUT NO DEGREE,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),15,0.0,7233
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),9,N/A,7236
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7239
ASSOCIATE DEGREE (E.G. AA AS),Total,Cholelithiasis and other disorders of gallbladder (K80-K82),9,N/A,7242
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),7,N/A,7245
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7248
BACHELORS DEGREE (E.G. BA AB BS),Total,Cholelithiasis and other disorders of gallbladder (K80-K82),7,N/A,7251
MASTERS DEGREE (E.G. MA MS..),2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),5,N/A,7254
MASTERS DEGREE (E.G. MA MS..),2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7257
MASTERS DEGREE (E.G. MA MS..),Total,Cholelithiasis and other disorders of gallbladder (K80-K82),5,N/A,7260
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7263
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7266
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7269
UNKNOWN,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),2,N/A,7272
UNKNOWN,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7275
UNKNOWN,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),2,N/A,7278
Total,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),132,0.9,7281
Total,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,7284
Total,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),132,0.4,7287
8TH GRADE OR LESS,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),2,N/A,7290
8TH GRADE OR LESS,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7293
8TH GRADE OR LESS,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),2,N/A,7296
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),3,N/A,7299
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7302
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),3,N/A,7305
HIGH SCHOOL GRADUATE OR GED,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),16,0.1,7308
HIGH SCHOOL GRADUATE OR GED,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7311
HIGH SCHOOL GRADUATE OR GED,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),16,0.1,7314
COLLEGE BUT NO DEGREE,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),3,N/A,7317
COLLEGE BUT NO DEGREE,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7320
COLLEGE BUT NO DEGREE,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),3,N/A,7323
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7326
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7329
ASSOCIATE DEGREE (E.G. AA AS),Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7332
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),2,N/A,7335
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7338
BACHELORS DEGREE (E.G. BA AB BS),Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),2,N/A,7341
MASTERS DEGREE (E.G. MA MS..),2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7344
MASTERS DEGREE (E.G. MA MS..),2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7347
MASTERS DEGREE (E.G. MA MS..),Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7350
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7353
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7356
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7359
UNKNOWN,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7362
UNKNOWN,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7365
UNKNOWN,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7368
Total,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),26,0.2,7371
Total,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,7374
Total,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),26,0.1,7377
8TH GRADE OR LESS,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7380
8TH GRADE OR LESS,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7383
8TH GRADE OR LESS,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7386
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),3,N/A,7389
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7392
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),3,N/A,7395
HIGH SCHOOL GRADUATE OR GED,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),4,N/A,7398
HIGH SCHOOL GRADUATE OR GED,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7401
HIGH SCHOOL GRADUATE OR GED,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),4,N/A,7404
COLLEGE BUT NO DEGREE,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,7407
COLLEGE BUT NO DEGREE,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7410
COLLEGE BUT NO DEGREE,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,7413
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7416
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7419
ASSOCIATE DEGREE (E.G. AA AS),Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7422
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,7425
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7428
BACHELORS DEGREE (E.G. BA AB BS),Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,7431
MASTERS DEGREE (E.G. MA MS..),2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,7434
MASTERS DEGREE (E.G. MA MS..),2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7437
MASTERS DEGREE (E.G. MA MS..),Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),1,N/A,7440
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7443
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7446
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7449
UNKNOWN,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7452
UNKNOWN,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7455
UNKNOWN,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7458
Total,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),10,0.1,7461
Total,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,7464
Total,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),10,0.0,7467
8TH GRADE OR LESS,2020 **,Renal failure (N17-N19),111,0.7,7470
8TH GRADE OR LESS,2021 **,Renal failure (N17-N19),0,N/A,7473
8TH GRADE OR LESS,Total,Renal failure (N17-N19),111,0.4,7476
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Renal failure (N17-N19),224,1.5,7479
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Renal failure (N17-N19),0,N/A,7482
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Renal failure (N17-N19),224,0.7,7485
HIGH SCHOOL GRADUATE OR GED,2020 **,Renal failure (N17-N19),1011,6.5,7488
HIGH SCHOOL GRADUATE OR GED,2021 **,Renal failure (N17-N19),0,N/A,7491
HIGH SCHOOL GRADUATE OR GED,Total,Renal failure (N17-N19),1011,3.3,7494
COLLEGE BUT NO DEGREE,2020 **,Renal failure (N17-N19),199,1.3,7497
COLLEGE BUT NO DEGREE,2021 **,Renal failure (N17-N19),1,N/A,7500
COLLEGE BUT NO DEGREE,Total,Renal failure (N17-N19),200,0.7,7503
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Renal failure (N17-N19),107,0.7,7506
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Renal failure (N17-N19),1,N/A,7509
ASSOCIATE DEGREE (E.G. AA AS),Total,Renal failure (N17-N19),108,0.3,7512
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Renal failure (N17-N19),163,1.0,7515
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Renal failure (N17-N19),0,N/A,7518
BACHELORS DEGREE (E.G. BA AB BS),Total,Renal failure (N17-N19),163,0.5,7521
MASTERS DEGREE (E.G. MA MS..),2020 **,Renal failure (N17-N19),80,0.5,7524
MASTERS DEGREE (E.G. MA MS..),2021 **,Renal failure (N17-N19),1,N/A,7527
MASTERS DEGREE (E.G. MA MS..),Total,Renal failure (N17-N19),81,0.3,7530
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Renal failure (N17-N19),36,0.2,7533
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Renal failure (N17-N19),0,N/A,7536
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Renal failure (N17-N19),36,0.1,7539
UNKNOWN,2020 **,Renal failure (N17-N19),27,0.2,7542
UNKNOWN,2021 **,Renal failure (N17-N19),1,N/A,7545
UNKNOWN,Total,Renal failure (N17-N19),28,0.1,7548
Total,2020 **,Renal failure (N17-N19),1958,12.7,7551
Total,2021 **,Renal failure (N17-N19),4,N/A,7554
Total,Total,Renal failure (N17-N19),1962,6.3,7557
8TH GRADE OR LESS,2020 **,Other disorders of kidney (N25N27),0,N/A,7560
8TH GRADE OR LESS,2021 **,Other disorders of kidney (N25N27),0,N/A,7563
8TH GRADE OR LESS,Total,Other disorders of kidney (N25N27),0,N/A,7566
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Other disorders of kidney (N25N27),0,N/A,7569
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Other disorders of kidney (N25N27),0,N/A,7572
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Other disorders of kidney (N25N27),0,N/A,7575
HIGH SCHOOL GRADUATE OR GED,2020 **,Other disorders of kidney (N25N27),0,N/A,7578
HIGH SCHOOL GRADUATE OR GED,2021 **,Other disorders of kidney (N25N27),0,N/A,7581
HIGH SCHOOL GRADUATE OR GED,Total,Other disorders of kidney (N25N27),0,N/A,7584
COLLEGE BUT NO DEGREE,2020 **,Other disorders of kidney (N25N27),0,N/A,7587
COLLEGE BUT NO DEGREE,2021 **,Other disorders of kidney (N25N27),0,N/A,7590
COLLEGE BUT NO DEGREE,Total,Other disorders of kidney (N25N27),0,N/A,7593
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Other disorders of kidney (N25N27),0,N/A,7596
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Other disorders of kidney (N25N27),0,N/A,7599
ASSOCIATE DEGREE (E.G. AA AS),Total,Other disorders of kidney (N25N27),0,N/A,7602
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Other disorders of kidney (N25N27),0,N/A,7605
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Other disorders of kidney (N25N27),0,N/A,7608
BACHELORS DEGREE (E.G. BA AB BS),Total,Other disorders of kidney (N25N27),0,N/A,7611
MASTERS DEGREE (E.G. MA MS..),2020 **,Other disorders of kidney (N25N27),0,N/A,7614
MASTERS DEGREE (E.G. MA MS..),2021 **,Other disorders of kidney (N25N27),0,N/A,7617
MASTERS DEGREE (E.G. MA MS..),Total,Other disorders of kidney (N25N27),0,N/A,7620
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Other disorders of kidney (N25N27),0,N/A,7623
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Other disorders of kidney (N25N27),0,N/A,7626
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Other disorders of kidney (N25N27),0,N/A,7629
UNKNOWN,2020 **,Other disorders of kidney (N25N27),0,N/A,7632
UNKNOWN,2021 **,Other disorders of kidney (N25N27),0,N/A,7635
UNKNOWN,Total,Other disorders of kidney (N25N27),0,N/A,7638
Total,2020 **,Other disorders of kidney (N25N27),0,N/A,7641
Total,2021 **,Other disorders of kidney (N25N27),0,N/A,7644
Total,Total,Other disorders of kidney (N25N27),0,N/A,7647
8TH GRADE OR LESS,2020 **,Infections of kidney (N10-N12N13.6N15.1),1,N/A,7650
8TH GRADE OR LESS,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7653
8TH GRADE OR LESS,Total,Infections of kidney (N10-N12N13.6N15.1),1,N/A,7656
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7659
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7662
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7665
HIGH SCHOOL GRADUATE OR GED,2020 **,Infections of kidney (N10-N12N13.6N15.1),20,0.1,7668
HIGH SCHOOL GRADUATE OR GED,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7671
HIGH SCHOOL GRADUATE OR GED,Total,Infections of kidney (N10-N12N13.6N15.1),20,0.1,7674
COLLEGE BUT NO DEGREE,2020 **,Infections of kidney (N10-N12N13.6N15.1),7,N/A,7677
COLLEGE BUT NO DEGREE,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7680
COLLEGE BUT NO DEGREE,Total,Infections of kidney (N10-N12N13.6N15.1),7,N/A,7683
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7686
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7689
ASSOCIATE DEGREE (E.G. AA AS),Total,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7692
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7695
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7698
BACHELORS DEGREE (E.G. BA AB BS),Total,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7701
MASTERS DEGREE (E.G. MA MS..),2020 **,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7704
MASTERS DEGREE (E.G. MA MS..),2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7707
MASTERS DEGREE (E.G. MA MS..),Total,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7710
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7713
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7716
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Infections of kidney (N10-N12N13.6N15.1),2,N/A,7719
UNKNOWN,2020 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7722
UNKNOWN,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7725
UNKNOWN,Total,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7728
Total,2020 **,Infections of kidney (N10-N12N13.6N15.1),38,0.3,7731
Total,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,7734
Total,Total,Infections of kidney (N10-N12N13.6N15.1),38,0.1,7737
8TH GRADE OR LESS,2020 **,Hyperplasia of prostate (N40),1,N/A,7740
8TH GRADE OR LESS,2021 **,Hyperplasia of prostate (N40),0,N/A,7743
8TH GRADE OR LESS,Total,Hyperplasia of prostate (N40),1,N/A,7746
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Hyperplasia of prostate (N40),0,N/A,7749
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Hyperplasia of prostate (N40),0,N/A,7752
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Hyperplasia of prostate (N40),0,N/A,7755
HIGH SCHOOL GRADUATE OR GED,2020 **,Hyperplasia of prostate (N40),12,0.1,7758
HIGH SCHOOL GRADUATE OR GED,2021 **,Hyperplasia of prostate (N40),0,N/A,7761
HIGH SCHOOL GRADUATE OR GED,Total,Hyperplasia of prostate (N40),12,0.0,7764
COLLEGE BUT NO DEGREE,2020 **,Hyperplasia of prostate (N40),2,N/A,7767
COLLEGE BUT NO DEGREE,2021 **,Hyperplasia of prostate (N40),0,N/A,7770
COLLEGE BUT NO DEGREE,Total,Hyperplasia of prostate (N40),2,N/A,7773
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Hyperplasia of prostate (N40),0,N/A,7776
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Hyperplasia of prostate (N40),0,N/A,7779
ASSOCIATE DEGREE (E.G. AA AS),Total,Hyperplasia of prostate (N40),0,N/A,7782
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Hyperplasia of prostate (N40),2,N/A,7785
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Hyperplasia of prostate (N40),0,N/A,7788
BACHELORS DEGREE (E.G. BA AB BS),Total,Hyperplasia of prostate (N40),2,N/A,7791
MASTERS DEGREE (E.G. MA MS..),2020 **,Hyperplasia of prostate (N40),2,N/A,7794
MASTERS DEGREE (E.G. MA MS..),2021 **,Hyperplasia of prostate (N40),0,N/A,7797
MASTERS DEGREE (E.G. MA MS..),Total,Hyperplasia of prostate (N40),2,N/A,7800
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Hyperplasia of prostate (N40),0,N/A,7803
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Hyperplasia of prostate (N40),0,N/A,7806
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Hyperplasia of prostate (N40),0,N/A,7809
