DeathAgeGroupNCIAgeNCI,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
15 to 19,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),81,0.1,6438
20 to 24,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),120,0.1,6441
25 to 29,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),142,0.2,6444
30 to 34,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),186,0.2,6447
35 to 39,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),247,0.4,6450
40 to 44,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),268,0.4,6453
45 to 49,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),408,0.5,6456
50 to 54,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),481,0.5,6459
55 to 59,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),627,0.4,6462
60 to 64,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),644,0.5,6465
65 to 69,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),682,0.5,6468
70 to 74,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),741,0.8,6471
75 to 79,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),845,0.8,6474
80 to 84,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),1095,1.4,6477
85 and older,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),2899,1.2,6480
Unknown,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),19,N/A,6483
Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),10530,5.3,6486
Less than 1,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,6489
1 to 4,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,6492
5 to 9,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,6495
10 to 14,Intentional self-harm (suicide) by discharge of firearms (X72-X74),75,0.1,6498
15 to 19,Intentional self-harm (suicide) by discharge of firearms (X72-X74),444,0.5,6501
20 to 24,Intentional self-harm (suicide) by discharge of firearms (X72-X74),884,1.1,6504
25 to 29,Intentional self-harm (suicide) by discharge of firearms (X72-X74),837,1.0,6507
30 to 34,Intentional self-harm (suicide) by discharge of firearms (X72-X74),713,0.9,6510
35 to 39,Intentional self-harm (suicide) by discharge of firearms (X72-X74),747,1.1,6513
40 to 44,Intentional self-harm (suicide) by discharge of firearms (X72-X74),862,1.3,6516
45 to 49,Intentional self-harm (suicide) by discharge of firearms (X72-X74),948,1.1,6519
50 to 54,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1044,1.1,6522
55 to 59,Intentional self-harm (suicide) by discharge of firearms (X72-X74),1127,0.8,6525
60 to 64,Intentional self-harm (suicide) by discharge of firearms (X72-X74),864,0.7,6528
65 to 69,Intentional self-harm (suicide) by discharge of firearms (X72-X74),719,0.6,6531
70 to 74,Intentional self-harm (suicide) by discharge of firearms (X72-X74),588,0.6,6534
75 to 79,Intentional self-harm (suicide) by discharge of firearms (X72-X74),557,0.5,6537
80 to 84,Intentional self-harm (suicide) by discharge of firearms (X72-X74),445,0.6,6540
85 and older,Intentional self-harm (suicide) by discharge of firearms (X72-X74),418,0.2,6543
Unknown,Intentional self-harm (suicide) by discharge of firearms (X72-X74),21,N/A,6546
Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),11293,6.2,6549
Less than 1,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6552
1 to 4,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,6555
5 to 9,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),5,N/A,6558
10 to 14,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),173,0.2,6561
15 to 19,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),594,0.7,6564
20 to 24,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),815,1.0,6567
25 to 29,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),961,1.1,6570
30 to 34,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),1012,1.3,6573
35 to 39,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),993,1.5,6576
40 to 44,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),1095,1.6,6579
45 to 49,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),1166,1.3,6582
50 to 54,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),1150,1.3,6585
55 to 59,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),930,0.7,6588
60 to 64,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),614,0.5,6591
65 to 69,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),339,0.3,6594
70 to 74,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),217,0.2,6597
75 to 79,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),135,0.1,6600
80 to 84,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),101,0.1,6603
85 and older,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),123,0.1,6606
Unknown,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),21,N/A,6609
Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),10444,6.0,6612
Less than 1,Assault (homicide) by discharge of firearms (*U01.4X93-X95),4,N/A,6615
1 to 4,Assault (homicide) by discharge of firearms (*U01.4X93-X95),39,0.0,6618
5 to 9,Assault (homicide) by discharge of firearms (*U01.4X93-X95),43,0.1,6621
10 to 14,Assault (homicide) by discharge of firearms (*U01.4X93-X95),78,0.1,6624
15 to 19,Assault (homicide) by discharge of firearms (*U01.4X93-X95),845,1.0,6627
20 to 24,Assault (homicide) by discharge of firearms (*U01.4X93-X95),1401,1.7,6630
25 to 29,Assault (homicide) by discharge of firearms (*U01.4X93-X95),1277,1.5,6633
30 to 34,Assault (homicide) by discharge of firearms (*U01.4X93-X95),932,1.2,6636
35 to 39,Assault (homicide) by discharge of firearms (*U01.4X93-X95),636,1.0,6639
40 to 44,Assault (homicide) by discharge of firearms (*U01.4X93-X95),463,0.7,6642
45 to 49,Assault (homicide) by discharge of firearms (*U01.4X93-X95),384,0.4,6645
50 to 54,Assault (homicide) by discharge of firearms (*U01.4X93-X95),268,0.3,6648
55 to 59,Assault (homicide) by discharge of firearms (*U01.4X93-X95),205,0.1,6651
60 to 64,Assault (homicide) by discharge of firearms (*U01.4X93-X95),130,0.1,6654
65 to 69,Assault (homicide) by discharge of firearms (*U01.4X93-X95),68,0.1,6657
70 to 74,Assault (homicide) by discharge of firearms (*U01.4X93-X95),52,0.1,6660
75 to 79,Assault (homicide) by discharge of firearms (*U01.4X93-X95),30,0.0,6663
80 to 84,Assault (homicide) by discharge of firearms (*U01.4X93-X95),25,0.0,6666
85 and older,Assault (homicide) by discharge of firearms (*U01.4X93-X95),16,0.0,6669
Unknown,Assault (homicide) by discharge of firearms (*U01.4X93-X95),6,N/A,6672
Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),6902,4.2,6675
Less than 1,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),178,0.1,6678
1 to 4,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),222,0.1,6681
5 to 9,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),45,0.1,6684
10 to 14,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),34,0.0,6687
15 to 19,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),69,0.1,6690
20 to 24,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),179,0.2,6693
25 to 29,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),216,0.3,6696
30 to 34,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),206,0.3,6699
35 to 39,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),184,0.3,6702
40 to 44,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),205,0.3,6705
45 to 49,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),199,0.2,6708
50 to 54,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),223,0.2,6711
55 to 59,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),186,0.1,6714
60 to 64,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),129,0.1,6717
65 to 69,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),108,0.1,6720
70 to 74,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),65,0.1,6723
75 to 79,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),40,0.0,6726
80 to 84,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),45,0.1,6729
85 and older,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),46,0.0,6732
Unknown,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),7,N/A,6735
Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),2586,1.5,6738
Less than 1,Legal intervention (Y35Y89.0),1,N/A,6741
1 to 4,Legal intervention (Y35Y89.0),0,N/A,6744
5 to 9,Legal intervention (Y35Y89.0),0,N/A,6747
10 to 14,Legal intervention (Y35Y89.0),1,N/A,6750
15 to 19,Legal intervention (Y35Y89.0),6,N/A,6753
20 to 24,Legal intervention (Y35Y89.0),32,0.0,6756
25 to 29,Legal intervention (Y35Y89.0),31,0.0,6759
30 to 34,Legal intervention (Y35Y89.0),27,0.0,6762
35 to 39,Legal intervention (Y35Y89.0),29,0.0,6765
40 to 44,Legal intervention (Y35Y89.0),25,0.0,6768
45 to 49,Legal intervention (Y35Y89.0),23,0.0,6771
50 to 54,Legal intervention (Y35Y89.0),15,0.0,6774
55 to 59,Legal intervention (Y35Y89.0),12,0.0,6777
60 to 64,Legal intervention (Y35Y89.0),13,0.0,6780
65 to 69,Legal intervention (Y35Y89.0),2,N/A,6783
70 to 74,Legal intervention (Y35Y89.0),3,N/A,6786
75 to 79,Legal intervention (Y35Y89.0),2,N/A,6789
80 to 84,Legal intervention (Y35Y89.0),0,N/A,6792
85 and older,Legal intervention (Y35Y89.0),0,N/A,6795
Unknown,Legal intervention (Y35Y89.0),1,N/A,6798
Total,Legal intervention (Y35Y89.0),223,0.1,6801
Less than 1,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,6804
1 to 4,Discharge of firearms undetermined intent (Y22-Y24),3,N/A,6807
5 to 9,Discharge of firearms undetermined intent (Y22-Y24),1,N/A,6810
10 to 14,Discharge of firearms undetermined intent (Y22-Y24),3,N/A,6813
15 to 19,Discharge of firearms undetermined intent (Y22-Y24),23,0.0,6816
20 to 24,Discharge of firearms undetermined intent (Y22-Y24),26,0.0,6819
25 to 29,Discharge of firearms undetermined intent (Y22-Y24),17,0.0,6822
30 to 34,Discharge of firearms undetermined intent (Y22-Y24),12,0.0,6825
35 to 39,Discharge of firearms undetermined intent (Y22-Y24),7,N/A,6828
40 to 44,Discharge of firearms undetermined intent (Y22-Y24),8,N/A,6831
45 to 49,Discharge of firearms undetermined intent (Y22-Y24),14,0.0,6834
50 to 54,Discharge of firearms undetermined intent (Y22-Y24),9,N/A,6837
55 to 59,Discharge of firearms undetermined intent (Y22-Y24),8,N/A,6840
60 to 64,Discharge of firearms undetermined intent (Y22-Y24),8,N/A,6843
65 to 69,Discharge of firearms undetermined intent (Y22-Y24),7,N/A,6846
70 to 74,Discharge of firearms undetermined intent (Y22-Y24),6,N/A,6849
75 to 79,Discharge of firearms undetermined intent (Y22-Y24),5,N/A,6852
80 to 84,Discharge of firearms undetermined intent (Y22-Y24),5,N/A,6855
85 and older,Discharge of firearms undetermined intent (Y22-Y24),2,N/A,6858
Unknown,Discharge of firearms undetermined intent (Y22-Y24),1,N/A,6861
Total,Discharge of firearms undetermined intent (Y22-Y24),165,0.1,6864
Less than 1,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),68,0.0,6867
1 to 4,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),37,0.0,6870
5 to 9,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),16,0.0,6873
10 to 14,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),25,0.0,6876
15 to 19,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),47,0.1,6879
20 to 24,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),66,0.1,6882
25 to 29,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),102,0.1,6885
30 to 34,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),132,0.2,6888
35 to 39,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),111,0.2,6891
40 to 44,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),171,0.3,6894
45 to 49,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),185,0.2,6897
50 to 54,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),163,0.2,6900
55 to 59,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),155,0.1,6903
60 to 64,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),83,0.1,6906
65 to 69,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),49,0.0,6909
70 to 74,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),16,0.0,6912
75 to 79,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),24,0.0,6915
80 to 84,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),28,0.0,6918
85 and older,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),37,0.0,6921
Unknown,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),5,N/A,6924
Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),1520,0.9,6927
Less than 1,Operations of war and their sequelae (Y36Y89.1),0,N/A,6930
1 to 4,Operations of war and their sequelae (Y36Y89.1),0,N/A,6933
5 to 9,Operations of war and their sequelae (Y36Y89.1),0,N/A,6936
10 to 14,Operations of war and their sequelae (Y36Y89.1),0,N/A,6939
15 to 19,Operations of war and their sequelae (Y36Y89.1),0,N/A,6942
20 to 24,Operations of war and their sequelae (Y36Y89.1),1,N/A,6945
25 to 29,Operations of war and their sequelae (Y36Y89.1),0,N/A,6948
30 to 34,Operations of war and their sequelae (Y36Y89.1),0,N/A,6951
35 to 39,Operations of war and their sequelae (Y36Y89.1),1,N/A,6954
40 to 44,Operations of war and their sequelae (Y36Y89.1),0,N/A,6957
45 to 49,Operations of war and their sequelae (Y36Y89.1),0,N/A,6960
50 to 54,Operations of war and their sequelae (Y36Y89.1),0,N/A,6963
55 to 59,Operations of war and their sequelae (Y36Y89.1),0,N/A,6966
60 to 64,Operations of war and their sequelae (Y36Y89.1),0,N/A,6969
65 to 69,Operations of war and their sequelae (Y36Y89.1),1,N/A,6972
70 to 74,Operations of war and their sequelae (Y36Y89.1),1,N/A,6975
75 to 79,Operations of war and their sequelae (Y36Y89.1),0,N/A,6978
80 to 84,Operations of war and their sequelae (Y36Y89.1),0,N/A,6981
85 and older,Operations of war and their sequelae (Y36Y89.1),1,N/A,6984
Unknown,Operations of war and their sequelae (Y36Y89.1),0,N/A,6987
Total,Operations of war and their sequelae (Y36Y89.1),5,N/A,6990
Less than 1,Complications of medical and surgical care (Y40-Y84Y88),12,0.0,6993
1 to 4,Complications of medical and surgical care (Y40-Y84Y88),15,0.0,6996
5 to 9,Complications of medical and surgical care (Y40-Y84Y88),6,N/A,6999
10 to 14,Complications of medical and surgical care (Y40-Y84Y88),12,0.0,7002
15 to 19,Complications of medical and surgical care (Y40-Y84Y88),4,N/A,7005
20 to 24,Complications of medical and surgical care (Y40-Y84Y88),16,0.0,7008
25 to 29,Complications of medical and surgical care (Y40-Y84Y88),12,0.0,7011
30 to 34,Complications of medical and surgical care (Y40-Y84Y88),24,0.0,7014
35 to 39,Complications of medical and surgical care (Y40-Y84Y88),50,0.1,7017
40 to 44,Complications of medical and surgical care (Y40-Y84Y88),43,0.1,7020
45 to 49,Complications of medical and surgical care (Y40-Y84Y88),71,0.1,7023
50 to 54,Complications of medical and surgical care (Y40-Y84Y88),115,0.1,7026
55 to 59,Complications of medical and surgical care (Y40-Y84Y88),162,0.1,7029
60 to 64,Complications of medical and surgical care (Y40-Y84Y88),198,0.2,7032
65 to 69,Complications of medical and surgical care (Y40-Y84Y88),233,0.2,7035
70 to 74,Complications of medical and surgical care (Y40-Y84Y88),252,0.3,7038
75 to 79,Complications of medical and surgical care (Y40-Y84Y88),254,0.2,7041
80 to 84,Complications of medical and surgical care (Y40-Y84Y88),218,0.3,7044
85 and older,Complications of medical and surgical care (Y40-Y84Y88),340,0.1,7047
Unknown,Complications of medical and surgical care (Y40-Y84Y88),6,N/A,7050
Total,Complications of medical and surgical care (Y40-Y84Y88),2043,1.0,7053
Less than 1,Total,14341,9.6,7056
1 to 4,Total,2235,1.5,7059
5 to 9,Total,1184,1.6,7062
10 to 14,Total,1623,2.1,7065
15 to 19,Total,5516,6.5,7068
20 to 24,Total,10614,12.7,7071
25 to 29,Total,13875,16.5,7074
30 to 34,Total,16418,20.7,7077
35 to 39,Total,19503,29.7,7080
40 to 44,Total,26208,39.2,7083
45 to 49,Total,41083,47.1,7086
50 to 54,Total,65291,71.5,7089
55 to 59,Total,92876,66.6,7092
60 to 64,Total,117525,95.0,7095
65 to 69,Total,136145,104.9,7098
70 to 74,Total,156421,160.0,7101
75 to 79,Total,185302,172.6,7104
80 to 84,Total,225671,282.4,7107
85 and older,Total,508101,215.4,7110
Unknown,Total,1613,N/A,7113
Total,Total,1641545,778.4,7116
